name,link,others,text,author,category,date
Activate your full potential with Workday and 2020R2 update,/en/blog/2020/06/activate-your-full-potential-with-workday-and-2020r2-update/,Cloud / Kristýna Zvelebilová / 24.6.2020,"The first webinar Activate your potential with Workday on August 18th is suitable for everyone, whether you already are a Workday customer or not. We will bring you success stories such as lessons learned from TietoEVRY´s merge Workday project, tips and tricks on how to get ready for Workday implementation, and insights to benefits of adopting new functionalities into your existing environment.During the second webinar Get ready for Workday 2020R2 update on August 19th–20th TietoEVRY´s Workday consultants will guide you through the upcoming features in Workday 2020R2 (and 2020R1+) update. Me and my colleagues will demonstrate new functionalities, discuss use cases, and give you tips and tricks regarding needed set up. Despite the new online setting, you will not lose the opportunity to ask questions.Workday 2020R2 is going to be available in September 2020 and summer is the right time to prepare for the new release. It can be challenging to find all relevant information, and joining our webinar can save you a lot of time. Based on the positive feedback from previous events, our concept brings value to our participants. I am excited that in August we can share our insights and help even wider audience than ever before.Who should joinAre you interested in HCM Cloud technology? Then this webinar is going to be a perfect learning opportunity for you! I would especially recommend the event for experts in the following roles: HR Specialist, Manager, Director and similar / HR Solution (HRIS) Owner, Architect, Manager, Admin and similar.Learn more about the eventVisit the event pages: Activate your potential with Workday & Get ready for Workday 2020R2 update to check the latest program and to get to know our speakers.", Kristýna Zvelebilová ,Cloud , 24.6.2020
APIs: what are they and why they are important to your business?,/en/blog/2020/06/api-monetization/,Data / Faezeh Pourbarzegar / 16.6.2020,"An API illustrates how to connect a dataset or a business process with a consumer application or another business process. APIs allow businesses to share data and services across their organization, and to their broader network of suppliers, partners and end customers.Three different types of APIsThere are three main types, based on how they are made available: Private API, Partner API, and Open API. It is important to understand and identify the different advantages and limitations of these three types:Private APIs focus more on the internal operations in the business. They help to increase productivity and efficiency.  
Partner APIs allow partners access to your software’s valuable information. Thus, it can help the business to improve and strengthen external relationships as well as grow its network to reach their partners’ customers.  
Public APIs, also known as Open APIs, can help businesses to add new revenue streams and monetize their digital assets. They can also be thought of as building blocks that enable third-party developers to build applications and services that leverage the business’s data and capabilities, which can ultimately extend the presence of the business in different markets.API monetizationAPI monetization is the process by which businesses create revenue from their APIs. In recent years, a huge number of companies have been able to generate revenue through new business models and new offerings through APIs.     Monetization allows API providers to move beyond their current business models, scale API programs, and find new ways to create value for their customers, developers, and partners. APIs empower developers to harness data and create new services for the whole business ecosystem: companies, customers, developers and end-users.    To monetize APIs, public APIs are the way to go. There are many routes that businesses can take as they open their APIs. For example, the preference may be to first develop private API or internal APIs before opening them up.     There are a few things to consider when looking at API monetization. What’s your strategic goal and business case? What’s the market need and who is the API for? How will you measure success? Answering these questions should help identify the best way to approach monetization.API solution service benefitsWhen moving to an API-driven culture, you need to think about these aspects:Which API strategy best suits your business best?  
When considering open APIs, do not assume that “if you build it, developers and money will come”. Businesses may need a strategy to get the word out.  
API Monetization is a comprehensive and adaptable solution that enables businesses to generate new revenue streams from their digital assets.How to start with APIsTo get started, you need a centralized solution to first estimate the business’s capability and then design a roadmap to publishing and maintaining an open API. This decision should be based on the business features and capabilities and designing a revenue model, etc. and at the end developing the APIs.  To help you succeed with your API monetization journey, we have created an API monetization framework.Eager to learn more? Contact us!", Faezeh Pourbarzegar ,Data , 16.6.2020
Little did I know I would fall in love with this place,/en/blog/2019/06/little-did-i-know-i-would-fall-in-love-with-this-place/,Meet our people / Farhana Fayez / 10.6.2020,"I joined TietoEVRY in 2018. During these 2.5 years, I have held several positions from software developer to bid manager. In my current position as a SAP Offering Development Manager, I am responsible for overseeing the development of our SAP offerings, focusing on SAP on Public Cloud & SAP S4/HANA transformations to help our customers succeed.I am privileged to lead and empower passionate people all sharing the same vision: we all want to make a difference in the society and enhance the quality of life.Career in TietoEVRY gives us all a great opportunity to do that.Meaningful, pioneering workStriving towards a better tomorrow requires identifying and utilizing emerging trends and curating solutions that create customer value. I never get tired of developing future-proof solutions and building the revolution of Industry 4.0, making our customer’s business processes efficient with automation in areas of testing, finance, and process mining.On a daily basis, our job is to help our customers to differentiate and pursue their digitization journey without any hiccups. To do that, we scout through the crowd of technologies, solve the key dilemmas that our customers face and make sure that we offer only the best of the best fitting solutions to our customers.I really find our work both meaningful and cool in tech and digitalization fronts!Innovation stems from peopleTo me, diversity and inclusion are the key drivers of innovation and success.Therefore, I believe that all mentioned above could not be done without inclusion and community building, which have been implemented in TietoEVRY in a great way. I took my first steps in TietoEVRY by joining in-house professional networks, such as Tieto Ambassadors and Young Professionals.These groups were a great way to get to know people around the company and make new friends. I immediately felt part of a community with common interests and values.I am honoured to be part of TietoEVRY´s team curating a modern data-driven society. Everyone here understands that organizations are of and for people. Not business units, departments or complex strategies, but people who come to work as who they are.Here everyone can focus on what they are best at and make a positive difference.- - -Interested to work at TietoEVRY? Check out our open SAP positions!TietoEVRY x Mimmit koodaa: This Is Not a Webinar
We are joining Mimmit koodaa: This Is Not a Webinar event first time ever on Friday, April 23! Welcome to visit our virtual booth and learn more about our career opportunities. In addition, Farhana will talk about the buzz around public cloud, and how we can harness the full power of it. Farhana will inspire you through her growth story at TietoEVRY, talking about diversity and inclusion as the key drivers of innovation and success.", Farhana Fayez ,Meet our people , 10.6.2020
How a custom Teams application can help to work more efficiently – learnings from the City of Helsinki,/en/blog/2020/06/how-a-custom-teams-application-can-help-to-work-more-efficiently/,Digitalization / Niina Nykänen / 8.6.2020,"We see Teams as a great back office hub for handling data, process items and collaborate. Teams application can be integrated to end-users’ channels, or alternatively to employees’ channels.With custom Teams application as a back office solution it is possible to:enable the customers’ or employees’ voice to be heard and implement two-way communication towards the customers/employees.
make the handling transparent with workflows, collaboration and reporting.
maximize automation and efficiency by increasing intelligence.
take a sensitive information into account.
make processing possible even in the field conditionsUnleash the ideas of employees: case City of HelsinkiWe have built this kind of back office solution for the City of Helsinki to handle employees’ ideas and initiatives. Employees can enter the ideas via the third-party channel from which the ideas and initiatives move to a Teams application through an integration. The items are then handled in the Teams transparently by the handlers from the different city services. The statuses are reported with Power BI.There was a significant need for such a solution since the ideas and initiatives were earlier handled manually in Excel. The processing work was time consuming, inconvenient and non-interactive. It was challenging to coordinate the process since the handlers were working in different city services. The reporting was also difficult and there were difficulties to get an up-to-date status information of the handling process. Additionally, the handling process lacked interactivity and there was no flexible filtering and search options for the ideas.It was decided to implement the solution to Teams because it was already a familiar tool for the employees in the City of Helsinki. Our role was to design and implement the solution, and train the key people to use it. The implementation was a quick and an agile project, and the solution was easy to adopt and learn. There was no need for massive end-user training sessions and user manuals since the solution was so intuitive to use. The project was carried out agilely in close collaboration and hence the City of Helsinki got a polished solution that perfectly suited to their needs. We can say that the agile delivery method to which the customer participates also actively is the best in Teams application projects. This project also confirmed us that Teams suits well for enabling back office work.Now, the handlers from different city services can start to process the ideas and initiatives using the Teams application and see straight away the information and statuses of the ideas, comment them and process them in Teams. Power BI reports enabler the up-to-date statistics and overview of the handling process. The status and comments of the ideas are transferred back to the submitter through an interface. Therefore, the Teams application has speeded up and streamlined the overall handling process. It has decreased the risks where the assigned ideas are not processed by the handlers. Eventually, thanks to a new idea handling back office solution, the city of Helsinki can now make more use of the employees’ ideas due to the time saved in the handling process.Microsoft Teams is a versatile collaboration platform which can help the organization to modernize its internal processes. During this spring, it has been proven that Teams enables a seamless collaboration and working from home. Naturally, we have now seen the growing interest towards leveraging the usage of Teams with the applications and take the full power out of Teams apps and Office 365 services.Got you interested? We are here for you!Are you interested in figuring out how to get to a next level with Teams? We have an approach to help you to investigate and ideate the possibilities for Teams applications. Connect with me on LinkedIn to learn more!", Niina Nykänen ,Digitalization , 8.6.2020
Public-private partnership in cybersecurity: A relationship of love or convenience?,/en/blog/2020/06/public-private-partnership-in-cybersecurity-a-relationship-of-love-or-convenience/,Cybersecurity insights / Jari Pirhonen / 5.6.2020,"For the citizen, this primarily means having or acquiring basic cybersecurity awareness and skills, in some cases also basic tools. And using these skills when buying and using software, network connected devices and digital services.For companies and organizations, this means something much more. In this category of ‘much more’ we need to consider broad based cooperation which transcends the boundaries of organizations, and indeed the public and private sectors.Public private partnership (PPP) in cybersecurity is, in a way, nothing new. This has been a topic within the security industry and community for at least a decade; in the Nordics, we are quite well accustomed to companies working with authorities for the common good. However, with digitalization spreading perhaps even faster than originally envisioned, there is the need to revisit the basics of PPP in cybersecurity.The relationship between private and public sectors in things cybersecurity is a complicated one. On the one hand, it is clear that both need each other in this world becoming increasingly digital. On the other hand, relationship is complicated by the different threat perceptions and landscapes.Summarizing the key differences; the public sector is about producing services for the citizens stipulated in and guided by regulations; while companies focus on offering services based on business priorities. To companies, regulation tends to equal costs. The thing is, the majority of the society’s critical infrastructure rests upon a foundation laid by private companies. Thus, during crises, both parties are dependent on each other.A relationship of convenience, then? The digital world is increasingly intertwined. As the current pandemic has demonstrated, along with regulations such as NIS and GDPR, there is an increasing need to work together to build the trust of the citizen and the consumer into things and channels digital.The areas that cybersecurity PPP cooperation typically covers are related to regulations, crisis exercises and exchange of information. A brief look at these below.Regulation. Lawmakers draft legislation, also that pertaining to cybersecurity. Companies would need to be involved in the formulating of cybersecurity related regulations, so that they are pertinent to real life. This company involvement should adopt a shift left approach; that companies, instead or reviewing drafts already composed, are involved for the beginning to provide their input.Training. Cybersecurity cooperation takes place through crisis exercise programs and sessions involving both sectors. This provides concrete insights and experiences into the roles of the respective sectors, even down to individual organizations and companies, in times of crisis, to secure critical cybersecurity areas. TietoEVRY is very much involved in these types of activities across the Nordic countries.Exchange of information. The smooth and regular exchange of information on cybersecurity (threat landscape, technological evolutions) is one cornerstone of cybersecurity PPP. Often a government organization takes the lead, inviting into a ‘Cybergroup’ representatives of critical cybersecurity agencies, organizations and companies to pool their expertise and resources. In many cases, there are also other organizations which play an active role in driving and coordinating cybersecurity PPP.PPP is especially important in security critical infrastructure of societies. Technology and digitalization are a very important element of keeping the wheels of society and commerce turning. PPP plays an increasing important role in this.The relationship between the public and private sectors in the realm of cybersecurity is complicated; but useful. And requires constant work and vigilance.Is there anything you wish to discuss in matters cybersecurity? Please feel free to reach out to our experts in security services.", Jari Pirhonen ,Cybersecurity insights , 5.6.2020
"""We need to change a bit to make the most of this new normal.""",/en/blog/2020/06/more-people-will-work-from-home-and-downtown-office-hubs.-we-will-be-more-present-in-our-lives.-but-there-is-a-catch/,Meet our people / Trond Vinje / 4.6.2020,"NEW WAYS OF WORKING: Cooperating remotely in an efficient way with our coworkers requires us to set even clearer expectations and give more direct feedback, the HR Manager Trond Vinje explains.We entered the “new normal” only two or three months ago, yet many of us have quickly established new routines in the world of a remote office, constant handwashing, eating in and video conferences.But what will be the long term consequences of you and I implementing new behaviours in our everyday private and professional lives?“We need to change a bit to make the most of this new normal. On the one hand, the new normal is providing us with more time which allows us to be more present in our lives. A recent survey for employees at TietoEVRY also shows that most of our colleagues are experiencing a greater level of productivity”, says Trond Vinje, Executive Vice President for Human Resources at TietoEVRY.On the other hand, a remote office might not be the best solution for everyone.  “This is something that employers should be aware of, and facilitating for different needs”, he elaborates.Boost your knowledge in just 15 minutes! We know you’re busy, so we’ve come up with a new vlog series on concrete actions that you can use today and in the long term, all presented in short and neat episodes of 15 minutes.Trond points to the fact that every person’s needs are different when it comes to motivation and drive. Social needs might play an important role in your performance – informal discussions might be important for your motivation and ways to proceed with tasks.“We have fewer points of contact in our everyday lives now. When you don’t sit in the same office space as your colleagues, one might feel like needing to have an agenda to be able to pick up the phone and call them,” he elaborates.A great level of trust is neededCooperating remotely in an efficient way with our coworkers requires us to set even clearer expectations and give more direct feedback, the HR Manager explains.We need to set clearer goals and expectations and provide more direct feedback to each other. This new way of working is demanding a great level of trust, and leaders may even have to adapt their personal leadership style, and that inevitably involves nurturing a high-trust culture and building a connection with colleagues even if you are physically far apart.“A great level of trust is needed,” Trond says.Nick Vertigans of the Nordic Leadership Network, a non-profit that aids leaders in their development, agrees that trust is the vital ingredient in effective teams.“The key predictor of performance is the quality of a relationship with a team member. And that begins with trust. Leaders must take the time to find out how people are as opposed to launching into a project update,” Nick says.“The best leaders are calling their key people and asking one simple question: ''How are you doing?” And they’re going to listen and say nothing for five minutes.”More office hubs and remote workA recent survey by YouGov for TietoEVRY shows that nearly half of all workers in Sweden have worked more from home to reduce the spread of COVID-19. Encouragingly, of those who do work from home, as many as 78 percent believe that their organization has the know-how and digital tools required for effective remote working.The majority also believe their managers have the capabilities to work digitally.The results of the survey from Finland shows that remote work does not reduce work efficiency: close to one-third of Finns have worked remotely in recent weeks in accordance with pandemic recommendations, and 14 percent said they have switched to remote work altogether. 46 percent said they work even more efficiently remotely or not feel that remote work affected their efficiency in a negative way. 38 percent could not say about the effects of remote work on their work.Among Norwegians, the survey shows that one in four is positive about working remotely from home and over a third of the respondents believe they will be working more outside of the office even after offices are opened and returning to business as usual.In the immediate future, Trond thinks more companies will keep a higher level of remote work and establish workspace hubs in addition to their offices.Recently, the giant technology company Facebook declared that within a decade as many as half of the company’s more than 48,000 employees would work from home.TietoEVRY is also considering new solutions for more remote work and office hubs. “This will enable greater flexibility, closeness to customers and less corporate travel,” Trond explains.As difficult as COVID-19 has been for so many people and businesses, he is hopeful that COVID-19 will have many positive effects in terms of work-life balance. Moreover, any long-lasting sustainable behaviours are, of course, also welcome as the world looks to slow down and mitigate the effects of climate change.And not to mention the increased solutions across public and health services: digitalization is escalating, resulting in greater dialogue with citizens.“Flexibility is a deal of trust that also requires something from both the employer and the employee. It’s a good thing to be able to pick up the children earlier from kindergarten or making dinner earlier. At the same time you then need to be able to work longer hours other days or pick up the laptop in the evening to add a few more hours to your workday, but overall I see an increased activity level – at least for our company,” says Trond.", Trond Vinje ,Meet our people , 4.6.2020
TietoEVRY's corona epidemic prediction accuracy is top notch,/en/blog/2020/06/tietoevrys-corona-epidemic-prediction-accuracy-is-top-notch/,Digitalization / Tapio Pitkäranta / 4.6.2020,"When the Finnish government decided on exceptional circumstances in March, TietoEVRY's advanced healthcare cloud analysis team began to develop scenarios on the subject. The aim was to make a realistic forecast of the duration of the epidemic and the number of infections.Now, more than two months have passed since the scenarios prepared in March were created, it is a good time to compare the different scenarios and reality that has unfolded. In Finland, the corona epidemic has developed and been contained more positively than expected.The following time scales are included in the table:The three forecasts prepared at the end of March by TietoEVRY and made available to the company's own and cloud analytics customers (1.4. onwards)
Three estimates of current infections in Finland: 2x (“Lower limit”), 5x (“Intermediate”) and 10x (“Upper limit”) based on the number of detected infections

At present, it is not known exactly what the actual infection number is, but it has been estimated that the infection number (FI) would be about 2-10 times the number of confirmed infections.


The three scenarios defined in the memorandum guiding the Finnish Government's decision on exceptional circumstances created 16 March 2020 (FI) and the two scenarios outlined in the memorandum and informing the decision made on 25 March 2020 (FI) on the closure of Uusimaa.These projections include the effects of emergency slowdown measures. In the table, we see how the predictions determined by TietoEVRY's logarithmic scale follow quite closely the current estimates of the total number of infections.How accurate were the forecasts?It has been said that making an accurate prediction is simple, but not easy; achieving good forecast accuracy is rarely based on a superior forecast model.Therefore, to manage uncertainty and to understand the phenomenon, it is essential to understand exactly what assumptions are being entered into the model and if these need to be changed during the forecast period. It is often the case that poor forecast accuracy can be attributed to inaccurate assumptions being entered into the model at the early stages and not accounting for changes over the course of the forecast period.When analyzing the forecasting errors in the forecast models used in the Finnish government’s memorandum, it has been noted that these are not due to the epidemic models themselves, which were updated at different points during the spring, but precisely because of the assumptions themselves. In practice, people’s behaviour changed more than the scenarios had assumed which accounts for the discrepancy between predicted and detected infections.Numerous ready-made models for modelling epidemics already exist and we can even speak of model libraries. For those without extensive experience in epidemiology or education in epidemic modelling, it would be questionable to try and develop a new way to model the epidemic itself.For the first modelling of the epidemic, TietoEVRY followed the well-known SEIR model based on fairly simple differential equations. Because the model includes an interest-to-interest type exponential function, it must be carefully assessed whether the assumptions of that basic reproduction number last for the duration of the simulation period. At the same time, the co-efficients of the differential equation are no longer constant.Do the assumptions last?The determining factor in predicting accuracy in this case was not the use of the SEIR model over another model, but whether the parameters of the model used were applicable and realistic over time. To achieve high prediction accuracy, the most important element is to describe the assumptions correctly, that is, to predict the parameters of the model over time.In practical epidemic situations, accuracy is determined by correctly predicting the infection rate over time. A change in infection rate can be attributed to a combination of many things, including the impact of policy measures and changes in people’s behaviour. Data from both of these measures was available through both scientific publications and a variety of data sources – from service mobile service provider data reports to individual laboratory results. The accuracy of the forecast was determined by how well the most reliable estimates of the infection rate could be derived from different data sources and accounted for in the Finnish epidemic model.Government forecasts assumed that over a period of 100 days, people would reduce their social contacts by a third or a quarter. TietoEVRY used a more multi-dimensional analysis to determine the infection rate and this is the reason why good predictive accuracy was achieved. This proves that the most complex model or assumptions are not essential and is backed up by Occam's razor theory which recommends choosing the simplest of two theories to explain a phenomenon.Even in situations where in-depth mathematics underpins an approach, it is worth trying to describe through simple assumptions, a way to manage uncertainty over a period of time. When the assumptions made can be described as detached and comprehensible entities, it is easy to discuss the uncertainties of the outcome with clarity and science, not mysticism.Read more about our healthcare and welfare solutions and services", Tapio Pitkäranta ,Digitalization , 4.6.2020
From quick wins to strategic automation – how process mining can elevate your automation efforts,/en/blog/2020/06/from-quick-wins-to-strategic-automation--how-process-mining-can-elevate-your-automation-efforts/,Cloud / Mukesh  Israni / 2.6.2020,"Having robots handle redundant and/or repetitive tasks can be a significant source for speed and cost-efficiency in any organization. Use cases span from payroll processing to transferring data between applications and handling incoming customer orders.However, automation can have a much more profound impact on a company’s inner workings and business processes, when paired with process mining. This approach is still not mainstream in the automation world, even though Gartner named hyperautomation first of its strategic technology trends for 2020.In this article, we compare two alternative approaches to automation: going after the quick wins versus seeking strategic benefits by combining RPA with process mining. We will discuss the following themes and share a bunch of real-life examples to illustrate our points:Setting goals for RPA
Finding automation potential
Assessing automation success
Engaging the organizationWe will also briefly consider how an upcoming SAP S/4HANA transformation might affect automation initiatives.Setting the goals: making single tasks run smoother vs. gaining a strategic benefit with RPACompanies only beginning to automate often view the organization as separate buckets. They might ask, for example, what could be done to streamline their bookkeepers’ work or reduce redundancies in customer service.What these companies have in common, is that their primary goal for automation is to save time and resources within single departments or functions.As a result, pieces of the process are improved depending on the ownership, leadership and ambition of the people involved, but the remaining part of the process remains the same. Ultimately the net effect may not be substantial with the bottlenecks having moved to other parts of the process.This is quite natural, too, because most of us are unaware as to what organizational processes actually look like, and what is happening before or after our own work input.While doing lots of small things can add up to a lot, it is unlikely that this approach will allow you to leverage automation to the fullest. Companies focusing on making single tasks run smoother are blindsided by the fact that automation can do a lot more than just save costs.We argue that bigger goals can, and should, be set. In our work we’ve seen that the companies who set their sight on the big goal generally do the best. The key is looking at the organization as a whole and aiming to understand end-to-end processes.Quick wins: Aim to make work more efficient within silos.Strategic automation: Aim for smoother end-to-end processes to gain competitive advantage.Finding automation potential: focusing on most pressing problems vs. taking an analytic approach with process miningWhen it comes to identifying automation potential and prioritizing those tasks, it’s easy to get overwhelmed by the different possibilities. One particular pitfall to look out for is having numbers trump real impact.Heading over to certain departments, such as finance or HR, is so tempting because of the sheer volume of tasks they perform each day. But focusing on whoever shouts the loudest may not yield the best results, like we’ve explained before.How does one, then, see the forest for the trees and set their eyes on the automation tasks with real business impact?We’ve found process mining to be of great help when striving for a more analytic approach. People often imagine their processes to be swifter and more straight-forward than they actually are. Looking at the process through actual event logs can reveal a whole different reality.We’ve made use of process mining in several customer cases and have seen the wonders it can work. In terms of automation, it is the hidden inefficiencies and deviations that are most interesting to look at.To take an example, one of our customers had a problem in the accounts payable space. They were commonly paying invoices after the due date, which was adding up to significant losses in the form of penalty fees and lost discounts.When analyzing the problem with process mining software, we found that payments would get stuck in the system due to incorrect or missing data in the original invoices, such as missing contract data or unmaintained tax codes, often characterized by dependencies with other departments.As a solution, we integrated a software bot with the process mining model to fill in the required information. Based on real-time data, the robot was able to identify similar cases from the past and propose corrective actions, prioritize work, and even start automated workflows in the background, ultimately speeding up the handling of the invoices.It’s possible, or even likely, that just by approaching this problem tactically, it would have been left unfixed. The root cause was not the bookkeepers paying the invoices late, but the process being held back at other parts of the organization.Quick wins: Automate most pressing or numerous tasks.Strategic benefit: Analyse end-to-end process to solve challenges with highest meaningful impact.Measuring success: looking for cost savings vs. improving customer satisfactionHow to tell you’ve succeeded in your automation efforts?It should be clear by now that optimizing and automating processes doesn’t have to be just about reducing costs. The final goal could be, for instance, improving customer experience, or reducing shipping time.Let’s illustrate this with a real-life example: A retailer serving both B2C and B2B segments had a problem with customer experience. One of their largest customers was complaining about not getting their orders in time, which triggered an investigation to fix the problem.It turned out that the delivery block was caused by problems in the master data. By fixing those, we were able to improve both customer satisfaction and the company’s working capital. The sooner they were able to invoice to the customer, the faster they were able to  get their money into the bank.One of the benefits of a data-driven approach is that you can also tell when you’ve taken steps in the right direction. Once the actual process starts to resemble the ideal process more, and key metrics go in the desired direction, you’ll know that your work has had an actual impact.(It should be noted that oftentimes the lack of good data is the reason that so many companies are still lagging behind on automation, and should be the first place to start.)Quick wins: Look for cost-efficiency or any other single parameter.Strategic automation: Look for complex yet meaningful gains, such as customer value.Engaging the organization: seeking automation maturity vs. building automation capabilitiesWhen adding process mining and automation to an organization’s tech stack, certain departments stand out as logical first steps.Take finance, for instance. It is time-critical, and every action usually ends up in your books. For these reasons, people in these roles are usually very diligent about their process, and thus finding automation potential can be rather easy.On the other hand, when it comes to many other functions within an organization, processes may be only loosely followed, not very well tracked, or kept up to date, or perhaps missing completely.If paper slips are still exchanged as part of the process, automation initiatives may come to a sudden halt.It is likely, however, that most value lies in automating these very areas. Although it’s easier to begin your automation initiative within more process-oriented functions such as finance and HR, you should eventually strive to move on towards trickier disciplines – or best of all, forget silos altogether!However, getting the whole organization on board is likely no walkover. People are naturally quite change-averse, and pushing solutions from the outside (or IT) can be tricky. Building automation capabilities takes its time because it requires a change in how people work.Imagine a part of your work was automated. You would no longer need to do a given task, but you would still be responsible for the results. Often this raises a bunch of questions: Has the task been done okay? Should I be checking it? What exactly is my role now?Automating business processes shifts our role from doing something to looking at the output. It requires a certain level of trust between the human and digital counterparts.If your organization has little or no experience with automation, a good outcome for first automation projects could be building trust in the collaborative way of working. Once more automation readiness is built, it is easier to spread this way of thinking throughout the organization.Quick wins: Focus on functions that have good automation maturity.Strategic automation: Build automation capabilities and trust in the entire organization.Facing an S/4HANA migration soon? Here’s how your automation euros won’t go to wasteTo end things off, what if there’s a larger business transformation on the horizon, such as an S/4HANA migration?A technological upheaval as large as an ERP transition – such as the S/4HANA migration – can raise questions in terms of other digitization initiatives. Our customers often ask us what will happen to their existing automation efforts, and whether it makes sense to start new ones before such changes.From where we stand, we see doing automation prior to an ERP transition as a prioritization issue. Automation projects should be assessed depending on their usefulness after the migration and their usefulness to the migration itself.Read more: Work with us to move seamlessly to SAP's latest ERP system and get the best installation for your businessChanges to the underlying system always pose a risk that the robot would only work partially after, or worst case scenario, be rendered completely useless. The bare minimum would be changing the application screens.When done right, process mining and automation can help you make a smoother transition to a new ERP, be it S/4HANA or something else. Having data transferred between the old and the new system with the help of robotic process automation (RPA) can be a real game-changer.Deciding which projects to push forward and which ones to stall is easier when you have a trusted advisor to turn to. A responsible automation partner should also be able to say when it makes sense to put euros into automation, and when not to. Sometimes the best advice a consultant can give is to bide one’s time.Interested in taking your RPA efforts to the next level with process mining? Our experts work with you to get the very best results in automation. Find out more about our intelligent automation services.", Mukesh  Israni ,Cloud , 2.6.2020
Six steps towards achieving a healthy work–life balance,/en/blog/2020/05/six-steps-towards-achieving-a-healthy-worklife-balance/,Meet our people / Katrine  Skrede / 28.5.2020,"Katrine has worked in hospital, municipal and research environments. Katrine Skrede is now a project manager in TietoEvry, working on projects in e-health and digitalization of the health sector.Photo: Katrine with her dog SagaWhen she decided to make the transition from health to technology, she had several options. Her physiotherapy training, master's degree in public health science from the Norwegian University of Life Sciences and experience in welfare technology made Katrine an attractive candidate for several large companies.When she had to choose one of them as her new employer, she picked TietoEvry. IT and health will increasingly go hand in hand, and this is where Katrine believes she has a lot of offer.- I feel I'm in the right place and hope I can bring new perspectives to the table, given my background as a health professional. I think the culture here seems more caring and genuine, and I like the focus on having a good work-life balance. That was decisive, in many ways, says Katrine.Working hard and having a life outside of work doesn't have to be incompatible, according to Katrine.- I choose a job I enjoy and that interests me. I sometimes work extra hours, but I think leading a meaningful life outside of work is important for relaxing and recuperating so that I can perform my best at work, says Katrine.Good balance is the most importantKatrine's expectations reflect the annual Universum report, in which hundreds of IT students answer questions about what makes a workplace attractive. For more than 10 years now, the work-life balance has been ranked top of their wish list.In 2008, 58 percent of the students responded that this was the key factor when evaluating employers.Why has personal life become such an important issue for job seekers?Award-winning speaker and author Annika Malmberg Hamilton believes it's because young people today are much more aware of the risks of stress and of how dangerous it can be to burn out.- When I was young, I'd never even heard the word 'burned out'. I had no idea that working too much could harm my health. Working a lot is not in itself dangerous; the tricky bit is when you work a lot without setting time aside to recuperate. Working on something you don't enjoy can also drain your energy, says Annika.", Katrine  Skrede ,Meet our people , 28.5.2020
Blockchain shaping the Automotive industry,/en/blog/2020/05/blockchain-technology-meets-automotive-industry/,Data / Tietoevry at your service / 28.5.2020,"You may have heard about blockchain technology and how it has become an important gamchanger for many. Blockchain has begun to change the entire automotive industry and digital advantages wait for those in the industry who see it and start to adapt to the technology.

To get to the bottom of this, we interviewed our very own experts, Business Designer Tomas Roaldsnes and Janko Lind, Vice President for Industries in Sweden.
A technology both ethical and moral
According to Tomas, blockchain is a technology that is both ethical and moral. As he sees it, technology in general changes the way we trust each other, so many industries would benefit from adopting to this technology.
""Blockchain is the technology that distributes databases. You could say that Google Docs was the first blockchain technology, simply because in a Google Docs document all invited parties can open, add, edit and even delete text. Any changes made by individuals can be saved until the document is deleted, at which point all traces and data are also deleted, which is brilliant,"" says Tomas, and adds: ""But of course it's important to keep in mind that blockchain meets just one specific need; it can’t save the world from all disasters.""
Blockchain and automotive- a great match
Blockchain may not be able to bring peace on earth, but it can most definitely change the future for lots of industries. Those who chose to adapt to the technology may also be the disruptors who lead the industry to a greater future. According to Janko Lind the automotive industry is one of those who have lots to gain to embrace the possibilities. Janko has worked forTietoEvry for almost 15 years. He is a true enthusiast of the automotive industry to the extent that he in his spare time runs a car his own YouTube channel connecting with other car enthusiasts. He truly believes that blockchain is the technology that can take the car to the next level.
Carsharing made trustworthy with blockchain
""If we look back just a couple of years, we can see that a lot has happened when it comes to car ownerships. The car has gone from being restricted to its owner to become more of a marketplace due to the amazing technology of blockchain.
This means that we can share the concept of being mobile with others and make everyday life more efficient. The person who lets someone else unlock his or her car can do it without worrying about being exploited, and all this thanks to blockchain technology,"" says Janko, and adds:
""Let’s say you park your car and no longer need to use it for a while. Instead of just taking up a parking space you can rent it out to someone else in need of a car in your area. However, you want control over who has access to it. Now you can, by setting up a smart contract using blockchain technology that allows you to set the rules. For example, that the driver must have held a driving licence for 10 years or that the car may not leave the city or another area of your choice. The contract is then distributed to a lending pool, which provides the right individual, who needs to accept your terms and conditions before they can hire your car.""
Important to allow freedom under secure conditions
The automotive industry has taken a turn where old technology has been replaced by smart technology, easily controlled by the smartphone. This has made mobility more efficient and according to Janko, the car industry needs to rethink and start addressing the users and their needs. Janko is convinced that blockchain can help the car regain its status as a symbol of freedom:

""At TietoEvry we have an excellent platform for making transactions secure. Carpooling is not just about having a car available but also about making sure it works – and that's where we come in.""

Blockchain makes it possible for the car industry to rapidly set up digital contracts between partners. Here at TietoEvry, Project Snowflake is a blockchain option that we provide for securely gathering all personal data into one single location and can be used effectively when renting a car.", Tietoevry at your service ,Data , 28.5.2020
